word,number_of_occurences
golier,1
chlp,1
udrieť,1
smiešne,1
potlačiť,1
výbuch,1
čosa,1
zaošíval,1
zneistieť,1
nevyzerať,1
lopotiť,1
oprava,1
železný,1
nijaký,1
podpora,1
opora,1
nádej,1
mladica,1
frustrácia,1
zahrkútala,1
šťastie,1
výnimočný,1
polosen,1
unudený,1
nepatriť,1
vnútorne,1
živý,1
volať,1
zízať,1
štamprlík,1
uhádnuť,1
minca,1
podávať,1
zvrtnúť,1
náhlivo,1
potknúť,1
nemotorne,1
hýbať,1
káravo,1
bliknúť,1
vyslať,1
súznenia,1
totiž,1
inštinkt,1
vyplašiť,1
rozrušený,1
cudzinec,1
akiste,1
spotenú,1
hodiť,1
laso,1
vyrušiť,1
samota,1
úbohosť,1
zámočník,1
nedariť,1
presný,1
detailný,1
šikovný,1
pričasto,1
priňuchol,1
pohárik,1
nerád,1
fuška,1
pomimo,1
neprijímať,1
samotár,1
zapaľovač,1
pripáliť,1
zadusiť,1
pristaviť,1
dobiehať,1
umývanie,1
vyhadzovanie,1
kôš,1
placho,1
nadhodiť,1
potenciálny,1
nápadník,1
opiť,1
kozol,1
zaplatiť,1
priplichtiť,1
zozadu,1
okoloramien,1
drzosť,1
hybaj,1
odtrhnúť,1
dres,1
posunúť,1
chodbička,1
zastaviť,1
zrkadlo,1
kritický,1
sčesané,1
copu,1
obočie,1
vysoko,1
dúhovka,1
hrdzavý,1
jasný,1
farba,1
mosadzný,1
jantár,1
šediveniu,1
reštaurácia,1
tmavý,1
naproti,1
žilka,1
zaihrať,1
odvrátená,1
stránka,1
charakter,1
temnota,1
neprebádané,1
fabrika,1
hm,1
výrečnosť,1
fascinovať,1
záves,1
usalašiť,1
zorný,1
usrkávala,1
nápoj,1
horúci,1
čaj,1
mierne,1
meditácia,1
telesne,1
hocikto,1
nedopriať,1
pôžitok,1
naskočiť,1
lov,1
me,1
two,1
times,1
doors,1
dodať,1
emocionálny,1
vypadnúť,1
ohorok,1
prehrabávať,1
popolník,1
zhŕňať,1
sivý,1
prášok,1
kôpka,1
ošľahanom,1
zovňajšok,1
nestávať,1
očakávať,1
iniciatíva,1
papierik,1
telefónny,1
vzdialiť,1
jasala;,1
čiernisté,1
padajúce,1
strnisko,1
zhlboka,1
čerstvý,1
letný,1
sparno,1
neúnosnejpáľavy,1
hlbina,1
jaskyňa,1
pracujúci,1
povzbudiť,1
zastrkovať,1
spotené,1
prúd,1
ucho,1
stávať,1
neznesiteľne,1
nebesá,1
pánbožko,1
nazývať,1
poklona,1
vtip,1
spoločnosť,1
tajný,1
obloha,1
schádzať,1
mračno,1
pršať,1
škrabkať,1
zvyk,1
voľný,1
masáž,1
rásť,1
nemasírovať,1
obdivovať,1
sebaistý,1
ľudia,1
zaživotného,1
smoliar,1
lepiť,1
podošva,1
dukát,1
blato,1
slama,1
skúšať,1
väčšina,1
lacný,1
záležitosť,1
zaň,1
vydať,1
nové;,1
zrelosť,1
dievčenský,1
šarm,1
kúzlo,1
hybký,1
vďaka,1
podmaniť,1
zaligotať,1
premrhať,1
pochmúrny,1
zmäknúť,1
vánok,1
uvoľnenie,1
blažený,1
hrdý,1
znamenite,1
zvárať,1
kuť,1
spájkovať,1
vyrábať,1
konštrukcia,1
polica,1
tepaný,1
svietnik,1
výroba,1
zabrať,1
tvoriť,1
životný,1
uspokojenie,1
vzadu,1
pokladnica,1
poškrabať,1
vyrezávaný,1
ornamentami,1
soška,1
Mária,1
Magdaléna,1
šestnásteho,1
storočie,1
och,1
nezábudka,1
prerastať,1
krásnieť,1
haliť,1
prechádzajúcedo,1
čipkovaný,1
ak,1
telefón,1
uložiť,1
napísať,1
sakramentsky,1
príťažlivý,1
písať,1
odoslanú,1
p,1
bezducho,1
čučať,1
sledujúcu,1
zábavný,1
relácia,1
odpor,1
odvrátiť,1
panička,1
kolega,1
neznášať,1
zaťažovať,1
znechutiť,1
sať,1
starena,1
prestarnutý,1
hýrením,1
prepitý,1
mimovoľnedržalav,1
intuitívnepresnevedela,1
rozsvietiť,1
vietor,1
fúkať,1
konečne,1
troškovciach,1
poludnie,1
schválne,1
udať,1
skorý,1
cinknúť,1
juj,1
streštené,1
nebelo,1
čert,1
cigán,1
roztúžila,1
napochytre,1
úprava,1
rozmýšľať,1
